,SPY,AAPL,MSFT,AMZN,TSLA,GOOGL,GOOG,META,NVDA,BRK-B,JPM,JNJ,UNH,HD,PG,V,BAC,MA,PFE,XOM,DIS,CSCO,AVGO,ADBE,CVX,PEP,TMO,KO,ABBV,CMCSA,NFLX,ABT,ACN,COST,CRM,INTC,WFC,VZ,PYPL,WMT,QCOM,MRK,LLY,MCD,T,NKE,DHR,LOW,LIN,TXN,NEE,AMD,UNP,PM,INTU,UPS,HON,MS,MDT,BMY,AMAT,ORCL,SCHW,CVS,RTX,C,GS,AMGN,BLK,BA,CAT,IBM,SBUX,AMT,PLD,GE,ISRG,COP,TGT,AXP,DE,MU,SPGI,MMM,NOW,BKNG,F,ADP,ZTS,LRCX,PNC,MDLZ,MO,ADI,GILD,LMT,SYK,GM,TFC,TJX
44706.00000000,0.00883497,0.00113993,0.01117024,0.02569648,0.04877738,-0.00155705,-0.00081663,0.01406665,0.05082338,-0.00171426,0.00696421,-0.00981262,0.00106519,0.01962345,-0.01639222,0.00597137,0.00532959,0.01194646,0.00561695,0.02012706,0.01643868,0.00525483,0.01417403,0.01026580,0.01604493,0.00685255,-0.02651134,0.00078101,0.01911343,0.01462758,0.04153269,-0.00509805,0.00118152,0.00548308,0.01733258,0.01271898,0.01917297,0.01104979,0.01869042,-0.00612260,0.02100684,-0.00940403,0.00343192,-0.00208578,0.00661622,0.00848162,-0.00666665,0.02128693,-0.01447785,0.01280815,0.00160713,0.01634486,0.00152013,0.01828925,0.08212390,-0.00143583,0.00252681,0.00329434,-0.00047344,0.00142609,0.02069036,0.01158918,0.02908990,0.00725775,0.00375490,0.00037964,0.00302584,0.00444641,0.01334187,0.02227802,0.01779728,0.00440953,-0.00330030,0.00684677,-0.00041641,0.00013423,0.01918587,0.01571060,0.04314780,0.03135640,0.01762457,0.01876313,-0.00914874,0.00027447,0.07777914,0.04739369,0.02334944,0.00550001,-0.00012280,0.03526758,0.02676713,-0.01000006,0.01813715,0.00290391,0.01025655,0.01075032,0.00741598,0.02186888,0.01730388,0.02580434
44707.00000000,0.01998140,0.02319955,0.01287513,0.04029499,0.07427139,0.01878459,0.02320965,0.04243052,0.05160532,0.01250643,0.01729015,-0.00089069,0.00831178,0.03147459,0.00874584,0.02310639,0.02315845,0.01487976,0.00521324,0.00353070,0.02275807,0.02250005,0.03579532,0.01515530,0.00672711,0.00674668,0.01093068,0.00358995,-0.00914720,0.00983975,0.01900651,0.01484233,0.04259039,0.05653134,0.01760108,0.03033173,0.03354482,-0.00487908,0.00374433,0.02131795,0.02750894,-0.01536008,0.02100900,0.01672060,0.00093900,0.04380785,0.00555287,0.03701941,0.01418397,0.02423390,0.00334276,0.06583916,0.01779959,-0.00460538,0.04626073,0.02599799,0.01396771,0.03368593,-0.05779797,0.00453138,0.06025980,0.02620650,0.04589669,0.00669072,0.01539120,0.02637581,0.02772306,0.00015812,0.04123862,0.04645261,0.01758149,0.01860260,0.02773173,-0.02151452,0.01941173,0.03327510,0.00323480,0.01753592,0.04334484,0.03027851,0.01323734,0.04022393,0.01632015,0.00857405,0.00570428,0.03459824,0.03225808,0.02047680,0.01760407,0.04436193,0.03173658,0.00208439,0.01131941,0.01034993,-0.00830648,0.00100534,-0.00029787,0.04002215,0.01658969,0.04720671
44708.00000000,0.02454909,0.04075667,0.02760434,0.03663208,0.07333306,0.04196947,0.04158054,0.01826436,0.05377850,0.02115195,0.01413792,0.00908279,0.00971660,0.01865851,0.01529221,0.02076241,0.00954458,0.02255000,-0.00148179,0.00983019,0.03512924,0.01400296,0.05923818,0.04801761,0.00957019,0.00975850,0.05969170,0.00590974,-0.00378566,0.00067981,0.01980151,0.01584402,0.04321746,0.01240887,0.01625015,0.02460904,0.00635961,0.00804081,0.05956231,0.01968251,0.03648768,0.00834155,0.03196584,0.01523645,-0.00140714,0.02700545,0.05871819,0.02096855,0.02903251,0.02205251,0.03772683,0.03554433,0.01140956,-0.01017849,0.03951578,0.02326491,0.01683059,0.01705872,-0.00362032,-0.01868792,0.03832459,0.01562921,0.02571910,0.00255616,0.01799997,-0.00868930,0.01529527,0.00873342,0.02159575,0.03523050,0.01948452,0.01738634,0.02980269,0.02461817,0.04004588,0.02272432,0.02624273,0.01281489,0.02414216,0.02557909,0.03804202,0.03852682,0.02317935,0.01679803,0.04709041,0.02001790,0.03887198,0.02922855,0.03737199,0.04283109,0.01214217,0.02015994,-0.00128450,0.02640281,0.00511873,0.00573681,0.00664001,0.03073218,0.01487305,0.00748710
44712.00000000,-0.00561094,-0.00534609,-0.00501378,0.04397010,-0.00180356,0.01286991,0.01099299,-0.00763596,-0.00738934,-0.00980845,0.00731297,-0.00861454,-0.02037032,-0.01851122,-0.00564819,-0.00333520,0.00486227,0.00025154,-0.01613802,-0.01629251,0.01024518,-0.01249458,-0.00540054,-0.02741579,-0.02030510,-0.02340345,-0.00835158,-0.02009899,-0.01753328,0.00271731,0.01152723,0.00659867,-0.01870797,-0.00964404,-0.02943671,-0.00291800,-0.00261482,-0.00214007,0.00000000,0.00116756,0.02475669,-0.01128067,-0.03103747,0.00134988,0.00000000,0.02465727,-0.01001910,-0.02169005,-0.01501686,-0.00679894,-0.02247174,-0.00391161,-0.01222469,-0.00673091,-0.01898321,-0.00153401,-0.01390376,-0.00358579,0.01079943,-0.00906232,-0.01832949,-0.01181633,-0.00694145,-0.01325854,-0.01644083,-0.00391647,0.00082676,0.00579792,0.00382581,-0.00627696,-0.00594081,-0.00308762,0.02333473,-0.01850852,0.00172871,-0.00596747,-0.00663294,-0.01954617,-0.03147064,-0.00459900,-0.00817787,0.00709231,-0.03094499,-0.00147144,-0.01851815,-0.00989414,0.00366842,-0.00765597,-0.00679843,-0.02069604,0.00205671,-0.00313671,-0.00624652,0.00507301,0.00077155,-0.01708505,-0.00845663,0.00285213,0.01241604,-0.01579188
44713.00000000,-0.00808850,-0.00087344,0.00202295,0.01226604,-0.02359349,0.00114271,0.00085935,-0.02582111,-0.01885180,-0.01193120,-0.01754505,-0.01013753,-0.00851484,-0.01216544,-0.01514743,-0.01055754,-0.01424734,-0.00226340,-0.01263204,0.01916656,-0.01131836,0.00399562,-0.01122160,0.00403379,0.00950413,-0.00751112,-0.01999772,-0.00489109,-0.00916054,-0.00790418,-0.02294367,-0.02026221,0.00063668,-0.01979748,0.09878932,-0.00697886,-0.01332757,0.00214466,-0.03203844,-0.02472213,-0.01719653,-0.00967073,-0.00752941,-0.01161731,-0.00328791,-0.00143033,-0.01068896,-0.01833077,-0.01561540,-0.01323828,0.00634150,-0.00628313,0.00700705,-0.00461184,-0.01469376,-0.01108379,-0.00883171,-0.01323427,-0.02366458,-0.00649433,-0.02412824,-0.00444944,-0.00756061,-0.00217053,-0.00325908,-0.01909758,-0.01529746,-0.01293130,-0.01280859,-0.00570776,0.00796847,0.00424957,-0.02828038,-0.01393826,-0.01270783,-0.00983528,-0.04942014,0.03017085,-0.03311095,-0.01812589,-0.01573593,-0.00392733,-0.04998857,-0.01922434,0.01638609,-0.00222414,-0.00950305,-0.01623754,-0.02287480,-0.02738302,-0.01693190,-0.01022663,-0.00018486,-0.02155574,-0.00123368,-0.00184046,-0.02771856,-0.01059987,-0.01648584,-0.01683176
44714.00000000,0.01904348,0.01681127,0.00792888,0.03145034,0.04677398,0.03275471,0.03161991,0.05417728,0.06943240,0.00877621,0.01608805,-0.00315125,-0.00058875,0.02920678,0.01078006,0.02438910,0.00658262,0.01685986,0.00591947,-0.00173756,0.01538603,0.01238120,0.00543912,0.05528983,-0.00181487,0.00810440,0.02495421,0.01046452,0.00499924,-0.00295935,0.06313821,0.02111569,0.02668668,0.06700366,0.07002889,0.01654948,0.00376449,-0.00214007,0.07080500,0.01642096,0.04413645,-0.01250822,-0.02780626,0.00441273,-0.00141377,0.03985507,0.04697319,0.02300233,0.04628826,0.01318658,0.03085197,0.07281165,0.01838963,0.00425497,0.04527754,0.02130619,0.02673129,0.00235285,0.00736349,0.00146748,0.02507422,0.02150843,0.03018557,0.00714727,0.01508276,0.00076355,0.00745686,-0.02028254,0.03933312,0.07539232,0.01116881,0.00516388,0.04116412,0.03880251,0.02923879,0.00619196,0.05000235,-0.00682507,0.02804755,0.02039091,0.02535837,0.02474495,0.03322191,0.01202019,0.06244603,0.05976585,0.02509230,0.02001634,0.03400785,0.03461893,0.01780321,0.00206656,0.00129440,0.02712876,-0.02022538,0.00412017,0.02802633,0.01567799,0.01696649,0.02032005
44715.00000000,-0.01641154,-0.03855572,-0.01660712,-0.02518507,-0.09219360,-0.02619820,-0.02702427,-0.04063161,-0.04450809,-0.01273221,-0.01393942,-0.00412078,-0.01350909,-0.00258277,-0.00896682,-0.01116027,-0.01389653,-0.01448714,0.00987094,0.01453882,-0.01984310,-0.01179296,-0.02326864,-0.02610585,0.00909093,-0.01097905,-0.02104890,-0.01192526,0.00286199,-0.01986298,-0.02979180,-0.00799931,-0.00544638,-0.02329732,-0.01852437,-0.03233717,-0.01125094,-0.00935857,-0.02026722,-0.01717515,-0.03406293,-0.00100002,-0.00257921,-0.00257028,-0.01368579,-0.01750536,-0.02638522,-0.00346722,-0.00384174,-0.02484155,0.00216519,-0.02108844,-0.00616710,-0.00649666,-0.04195752,0.00771445,-0.01126679,-0.01267587,-0.03065986,0.00133209,-0.02019940,-0.01845778,-0.02232461,-0.02396378,0.00093526,-0.02098033,-0.01717812,0.00068470,-0.01448034,-0.00889680,0.01318172,0.00734922,-0.00465865,0.01665677,-0.01513048,-0.01320512,-0.04145950,0.02748774,0.00080783,-0.01365731,-0.00022138,-0.07204456,-0.02072646,-0.01491418,-0.02440566,-0.01538130,-0.02807769,-0.01354439,-0.02136650,-0.01780989,-0.01259176,-0.00999372,-0.00609424,-0.02363506,-0.00015752,0.00358196,-0.02291054,-0.03241557,-0.01326630,-0.02728561
44718.00000000,0.00304475,0.00522766,-0.00470341,0.01994281,0.01604720,0.01990120,0.02135483,0.01818850,0.00352575,0.00389140,-0.00330360,-0.00011340,0.00941080,-0.00390060,-0.00390703,0.00136378,-0.00110522,0.00648376,0.00112781,-0.00252300,-0.00772979,0.00176796,-0.00371027,-0.00069811,-0.00433563,0.00418557,-0.00935320,-0.00158806,-0.00434878,-0.01514097,-0.00924714,-0.00128678,-0.00072148,-0.00793699,-0.01103244,-0.00115233,0.00669345,0.00846298,0.00323586,-0.00359080,-0.00552332,-0.00077861,0.00566886,-0.00116765,0.00191395,-0.00595284,-0.00868254,0.00675378,0.01087672,-0.02651894,0.01906210,-0.00611478,0.00522326,0.00805544,0.00004890,0.00873368,0.00189925,0.00891577,0.00010465,0.00106419,0.00034789,0.01643677,-0.02868569,0.00864068,0.00913526,0.00136368,0.00574241,-0.01211508,0.00535929,-0.00007180,0.00327504,0.01204145,-0.00088555,0.00236178,0.00227312,0.00038980,-0.00624455,-0.00626473,-0.00850712,0.00113893,0.00529077,0.00729191,0.00806723,0.00164421,0.00012183,0.00489322,-0.00296305,-0.00530173,0.01183358,0.00443599,-0.00126946,0.00064095,-0.00427352,0.00018156,-0.02237985,0.00162640,-0.00379877,0.00584944,0.00835202,-0.00483642
44719.00000000,0.00959227,0.01758595,0.01395359,-0.01434411,0.00254606,0.00281624,0.00187164,0.00720718,0.00745233,0.00480538,0.00262089,0.01099770,0.01411727,-0.00697623,0.01114781,0.00732603,0.00553241,0.01077355,0.01314306,0.04583169,-0.00037096,0.00529444,0.02095403,0.00922093,0.01905789,0.00616167,0.01407181,0.00604416,0.01781204,0.00827826,0.00745664,0.00395114,0.00590689,-0.00146040,0.02340460,0.00438387,0.00775716,0.00800157,0.02050454,-0.01201248,0.01032467,0.00712382,0.02881062,0.00350712,0.00955108,0.01197697,0.01717600,-0.00569208,0.00074516,0.01245833,-0.00511286,-0.00350216,0.01589903,-0.00084613,0.01877882,-0.00855125,0.01244933,0.00542007,0.01026296,0.01780732,0.00582612,-0.00383718,-0.00837497,0.00208945,0.03394717,0.01361861,0.00311997,0.00395207,0.00632261,0.01134733,0.01551677,-0.00069998,0.00620411,-0.00452576,0.01415502,0.01298697,0.02550480,0.04540805,-0.02311021,0.00999878,0.01358460,0.00440032,0.01718631,0.00451396,0.02820072,-0.00876329,0.02080241,0.01261897,0.01619788,0.01390779,0.00069325,0.01265016,0.00783732,0.01016514,0.00822184,0.02907015,0.01117684,0.01427429,0.00525246,-0.01101569
44720.00000000,-0.01087221,-0.00504339,-0.00766972,-0.01479675,0.01247452,0.00037988,0.00007250,0.00506008,-0.01448055,-0.01565440,-0.01591452,-0.00594362,-0.00718169,-0.01405037,-0.01245398,-0.00466196,-0.01265468,-0.00464263,-0.00908075,0.01180224,-0.00417483,-0.01426375,-0.01331604,-0.01056716,0.00516093,-0.00498321,-0.01533902,-0.00569172,0.00073771,0.00492612,0.02124768,-0.01873708,-0.01269041,-0.00803339,0.01090039,-0.05283705,-0.01847372,-0.00193622,-0.01219093,-0.00867307,-0.02064967,-0.01105221,0.00445380,-0.01337676,-0.00425735,0.00599986,-0.00995262,-0.01635557,-0.02132476,-0.02637637,-0.01616951,-0.03210484,-0.03090707,-0.02578091,-0.00525623,-0.03272050,-0.01568659,-0.02496199,-0.00445737,-0.00535311,-0.02775133,-0.01802171,-0.02607777,-0.02126784,-0.01273510,-0.01324370,-0.02124340,-0.00377422,-0.02530864,-0.00845052,0.01188898,-0.01365729,-0.01258340,-0.00634979,-0.03786250,-0.01076921,-0.01509345,-0.00692683,0.00461601,-0.01618353,-0.03485209,-0.03052571,-0.01675085,-0.00987265,-0.00199431,0.00819608,-0.01528391,-0.01030224,-0.01432843,-0.02160710,-0.01905318,-0.00980401,-0.08368816,-0.01162024,-0.00255837,-0.02824895,-0.01746855,-0.01772216,-0.01426844,0.00622439
44721.00000000,-0.02378284,-0.03595573,-0.02078318,-0.04150849,-0.00893056,-0.02012473,-0.01978880,-0.06427990,-0.03217498,-0.02571744,-0.02101568,-0.02013759,-0.00830747,0.00783111,-0.01805545,-0.03461361,-0.03845084,-0.03678959,-0.03160656,-0.02160808,-0.03763735,-0.01469279,-0.01616694,-0.00564309,-0.01993044,-0.01779993,-0.02217150,-0.01733181,-0.02559484,-0.01540621,-0.04959817,-0.01726395,-0.02382370,0.00867539,-0.01099425,-0.02959018,-0.04391674,-0.01183317,-0.03885272,-0.01046618,-0.01619169,-0.01653994,-0.03266461,-0.01404660,-0.00807598,-0.03104580,-0.02575308,0.00950890,-0.03015823,-0.02291821,-0.01465151,-0.03042197,-0.02205881,-0.01786748,-0.03356169,-0.01610570,-0.01290369,-0.02451920,-0.02957111,-0.00262536,-0.04641651,-0.03026048,-0.02251652,-0.01214308,-0.01864364,-0.02801003,-0.03324016,-0.01519468,-0.00386468,-0.04225459,-0.02667536,-0.02037916,0.00560724,-0.01610815,-0.02083837,-0.03084501,-0.03957003,-0.02708032,-0.01372039,-0.03000732,-0.02729422,-0.03760937,-0.00667287,-0.00852712,-0.02611692,-0.02897091,-0.01847753,-0.01484365,-0.02802254,-0.03647516,-0.04061204,-0.02219737,-0.01677108,-0.02060488,-0.01923689,-0.02410860,-0.03397010,-0.02759341,-0.02731896,-0.01269733
44722.00000000,-0.02899574,-0.03862856,-0.04456372,-0.05596212,-0.03119091,-0.03199362,-0.03037384,-0.04581518,-0.05950793,-0.03021940,-0.04596599,-0.00667788,-0.00980726,-0.03541661,-0.00378956,-0.03202175,-0.03882941,-0.04083102,-0.03495555,-0.01827432,-0.03775413,-0.01739710,-0.02687759,-0.07640358,-0.01194237,-0.00159737,-0.02397084,-0.00631071,-0.01533376,-0.01303939,-0.05099342,-0.02732672,-0.03188569,-0.01851507,-0.04628296,-0.02074483,-0.06069837,-0.00235574,-0.05718699,0.00561896,-0.02567495,-0.00931819,-0.02057698,-0.01973909,-0.00909963,-0.03263062,-0.02813415,-0.04092038,-0.02447518,-0.02351772,-0.01848970,-0.04028343,-0.02615434,0.00629365,-0.04825866,-0.01982437,-0.02984216,-0.04632824,-0.00493556,-0.01171378,-0.04998137,-0.03004911,-0.03159527,0.00463663,-0.01940850,-0.04522721,-0.05653806,-0.00719754,-0.06392354,-0.05032525,-0.03795769,-0.01282992,-0.04105943,-0.03531906,-0.04035355,-0.04747257,-0.02229099,-0.01459182,-0.03157559,-0.04075035,-0.02924738,-0.05149957,-0.01090849,-0.04529059,-0.03874285,-0.07589652,-0.03990944,-0.01891512,-0.03003201,-0.03858546,-0.02865037,-0.00702270,0.00575413,-0.02902049,-0.00719190,-0.00584676,-0.01173685,-0.04474771,-0.03688960,-0.02769988
44725.00000000,-0.03796805,-0.03828497,-0.04241275,-0.05453719,-0.07102154,-0.04290152,-0.04084266,-0.06441882,-0.07817839,-0.03479481,-0.02977833,-0.01008402,-0.03080697,-0.02102054,-0.02677012,-0.03633902,-0.03466977,-0.04483948,-0.04122468,-0.04588888,-0.03712276,-0.00574840,-0.04369364,-0.05634268,-0.04600911,-0.01710549,-0.02841263,-0.00113980,-0.02639661,-0.03435023,-0.07242812,-0.03393233,-0.03325069,-0.02387164,-0.06959932,-0.03598755,-0.02719555,-0.02420303,-0.07036572,-0.01881677,-0.03408401,-0.02500579,-0.01929238,0.00459176,-0.04494917,-0.03739216,-0.03045971,-0.02720986,-0.03075047,-0.02693622,-0.04610722,-0.08257754,-0.01444671,-0.03742802,-0.04519694,-0.00190695,-0.00998495,-0.02868217,-0.02771190,-0.02010912,-0.05457403,-0.04602323,-0.03182259,-0.02447139,-0.03707193,-0.04233913,-0.01289097,-0.01349944,-0.03067987,-0.08771653,-0.03857236,-0.00793004,-0.04374259,-0.04374328,-0.07514506,-0.04927696,-0.05017783,-0.04339632,-0.03247143,-0.05264863,-0.03081478,-0.06036404,-0.03125380,-0.00929884,-0.06928035,-0.05968760,-0.07372561,-0.03241666,-0.03418162,-0.05760850,-0.01768449,-0.02631576,-0.03637101,-0.05830985,-0.02617718,-0.01455173,-0.04297591,-0.07797777,0.01501631,-0.02781077
44726.00000000,-0.00301334,0.00667277,0.00920499,-0.01311856,0.02388716,0.00303591,0.00297069,-0.00322659,0.01207903,-0.01392237,-0.01663943,-0.01533863,-0.01692585,-0.01585670,-0.03119787,0.00655364,-0.01748912,0.00750626,0.00020859,0.00260828,-0.01556784,-0.00763196,0.00492626,-0.00223325,0.00131482,-0.02266195,-0.00813118,-0.02742205,-0.01291064,-0.00895525,-0.01267022,-0.02804272,-0.00499092,0.00563838,-0.00951636,0.00423603,-0.04001032,-0.00867111,-0.01709173,0.00041875,0.01243577,0.00225369,-0.00168217,0.00121614,-0.01568830,0.00253531,-0.00574195,-0.01831607,-0.01894928,0.00358243,-0.01284356,0.00000000,0.00201851,0.00477160,0.00217038,0.00833719,-0.00618150,-0.00292639,-0.01874234,-0.00964939,0.00311462,0.10413737,0.01444226,-0.00275058,-0.00685149,0.00590937,-0.00275315,-0.00451921,-0.01251000,0.05437600,-0.00091839,0.00451473,-0.00069100,-0.02308038,0.02056641,0.00487293,-0.01984918,-0.00241589,-0.01457092,-0.01155233,0.00517089,-0.00237938,-0.01529352,-0.00821297,0.00994619,-0.01405025,0.03302288,-0.00307664,0.01173299,0.00940352,0.00083586,-0.01233108,0.00064854,-0.00406049,-0.01078394,-0.01830488,-0.03148233,0.02850072,-0.00857629,0.00000000
44727.00000000,0.01425628,0.02011147,0.02973534,0.05238980,0.05482367,0.02857133,0.02981979,0.03432487,0.04363471,0.00464623,0.01183597,0.01070218,0.00558748,0.00380374,-0.00993733,0.01364199,0.01875398,0.01008871,0.01231222,-0.01259108,0.01761830,0.02074109,0.01257292,0.01645005,-0.01963595,0.01069694,0.01440530,0.00742866,0.00341513,0.00727914,0.07502691,0.01806882,0.02206305,0.00877319,0.02493163,0.01898236,0.01977020,-0.00020345,0.04650846,-0.00066974,0.00591135,0.00153839,0.00756548,0.00058636,-0.00051421,0.02456648,0.01039525,0.00601318,0.01478249,0.01194179,0.03791274,0.02655484,0.00647506,-0.00767909,0.03772130,0.00987599,0.00922083,0.01414090,0.00983270,0.00205851,0.00827985,-0.01442310,0.00654553,0.00893640,0.01051246,0.03524807,0.02665114,-0.00050901,0.01466439,0.09462997,-0.00333834,0.00987341,0.02599922,0.02946809,0.04751052,0.01542998,0.02632129,-0.01937397,0.03321660,0.01120329,0.01224813,0.00715509,0.01231770,-0.00680223,0.04766726,0.01113496,0.00573784,0.01479435,0.00171117,0.00860448,0.00546058,0.00974855,-0.01339391,0.01977315,0.01038232,-0.00497397,0.00962205,0.02951805,0.00735295,0.00523278
44728.00000000,-0.03309604,-0.03965157,-0.02697013,-0.03724338,-0.08540770,-0.03399098,-0.03401109,-0.05007388,-0.05602963,-0.03717777,-0.01715627,0.00052942,-0.01424303,-0.02241447,0.00611292,-0.03624588,-0.00624021,-0.05104644,-0.02123267,-0.03688480,-0.01668751,-0.01095885,-0.05606497,-0.03141257,-0.05345186,-0.00481651,-0.01917392,-0.01005535,0.00767620,-0.05532017,-0.03753259,-0.02604970,-0.03659443,-0.01532293,-0.05161671,-0.03389395,-0.01362325,-0.00630720,-0.06066199,0.01038708,-0.07792111,0.00307223,-0.01679228,-0.01552947,-0.02469137,-0.05571228,-0.01669794,-0.04133851,-0.03423447,-0.02918166,-0.04475000,-0.08118701,-0.00786305,0.00061093,-0.04995505,-0.02098028,-0.02751796,-0.02722965,-0.02182434,-0.00547795,-0.08037361,-0.01420387,-0.01056733,-0.01749580,-0.02990901,-0.01450191,-0.01754751,-0.02067245,-0.02355394,-0.00269220,-0.05441749,-0.01014156,-0.04367165,-0.02412798,-0.02867318,-0.05513761,-0.02763472,-0.06320322,-0.03086008,-0.05963627,-0.03935499,-0.06951968,-0.01652450,-0.02523624,-0.08127487,-0.06436115,-0.08312972,-0.03480564,-0.00430194,-0.07790322,-0.03213856,-0.00728313,-0.00634985,-0.04410974,-0.01147454,-0.02248245,-0.03362799,-0.08074897,-0.01588669,-0.01544328
44729.00000000,0.00215577,0.01153318,0.01094012,0.02469610,0.01717498,0.01046840,0.01152988,0.01784056,0.01788353,-0.00178735,-0.00352643,-0.00364532,-0.00883601,-0.00998326,-0.00720093,0.00507788,0.00219780,0.00618570,-0.02000856,-0.05766492,0.00063638,0.00161586,0.00295670,-0.01175079,-0.04566501,0.00019106,-0.00790273,0.00609453,-0.00625232,0.02110257,0.01246027,0.00450670,0.01653753,-0.01122278,0.02133243,-0.00990887,0.02204520,0.00389029,0.02344515,-0.01931690,0.00140708,-0.00318055,0.00982405,-0.00344406,0.02215200,0.00205375,-0.00934192,0.00501146,0.00331352,-0.00772940,-0.00084664,-0.00585013,-0.00835779,-0.00325634,0.02802875,-0.00650432,-0.00100070,-0.01419866,0.00938223,0.01583590,0.00267889,-0.01440830,-0.01429513,-0.01324428,-0.00714922,-0.00789072,-0.01821182,0.01738110,-0.00599216,0.02579486,-0.01103753,-0.00479112,0.01296682,0.00849768,-0.01279181,0.01087460,0.00718366,-0.08474900,-0.02512408,0.04858184,0.01621694,0.01345209,0.01234054,-0.00840092,0.03669880,0.03283972,-0.00177778,0.00170048,0.00914926,0.00277308,0.01722998,0.00324173,-0.00154250,0.00815551,0.01403322,-0.00192690,-0.00822688,0.01464028,0.00981668,-0.00211505
44733.00000000,0.02517358,0.03276073,0.02459118,0.02315947,0.09354435,0.04107106,0.03846919,-0.04085747,0.04319905,0.01376456,0.02477218,0.02094881,0.06251388,-0.00565133,0.03029610,0.02305148,0.02913529,0.02159689,0.03395679,0.06223874,-0.01112991,0.01728503,0.01864318,0.00609768,0.04185189,0.02323957,0.02523457,0.02136964,0.03753264,-0.00594153,-0.02620928,0.01833623,0.02669047,0.03675928,0.02186701,0.02055709,0.01325367,0.03304098,-0.00727022,0.03280078,0.02810153,0.04029782,0.02213818,0.02222886,0.02992776,0.01248373,0.02208709,-0.00052180,0.02786571,0.02170445,0.02711479,0.02721590,0.01462827,0.02194992,0.02088129,0.02005015,0.00450751,0.02373100,0.00555422,0.03660022,0.05944559,-0.00059062,0.03983996,0.02729518,0.04545455,0.03095441,0.01794202,0.01572092,0.05543911,-0.00036552,0.01936252,0.02095999,0.01516637,0.04522176,0.01812251,-0.00378792,0.01166184,0.05909953,0.03876516,0.00402277,0.02029616,0.01883405,0.00028127,0.00130927,0.02586805,0.01595287,0.02048094,0.03275420,0.02002131,0.03237500,0.01557540,0.01734697,0.00860732,0.02572082,0.03382879,0.03700395,0.00829512,0.02383939,0.01641832,0.01536576
44734.00000000,-0.00181302,-0.00382704,-0.00240403,0.00248433,-0.00400781,-0.00050649,0.00016960,-0.00764086,-0.01243506,-0.00728550,-0.00561166,0.01577958,0.01948698,-0.00081722,0.01561937,-0.00293220,-0.00761040,-0.00393813,0.01995419,-0.03957156,0.00225104,-0.01291343,-0.01522519,0.00644645,-0.04346970,0.00821352,0.01106043,0.00741356,0.02850772,0.01091469,0.04669122,0.00986491,0.01298050,-0.00680185,0.00371633,-0.00927643,-0.01000255,0.00276408,0.00829071,-0.01211427,-0.01792748,0.01283664,0.03144545,0.01448306,0.01803595,-0.03459702,0.00836515,0.00707737,-0.00127192,-0.00560405,0.02694905,-0.00047740,-0.00229144,-0.00919065,0.00903472,0.00945553,-0.01540078,-0.00308177,0.00608725,0.00104620,-0.01292426,-0.01699178,0.00096189,0.00230573,-0.00387428,-0.01584659,-0.00094802,0.00725636,-0.00855914,0.00299820,-0.04348922,-0.00558589,0.00466008,0.02090334,0.02758988,-0.01840302,0.03242069,-0.06265099,-0.02688322,-0.00255586,-0.03443972,-0.00809856,0.01609285,0.00299976,0.00742418,-0.02449302,0.00174511,0.00270740,0.01357957,-0.01711152,0.00076685,0.00768972,-0.09190377,-0.00471866,0.01652624,-0.00837781,0.00536533,0.00582124,0.00382566,-0.00730567
44735.00000000,0.00980260,0.02157354,0.02263654,0.03203309,-0.00430631,0.00676752,0.00580632,0.01860760,-0.00825196,-0.00841402,-0.01093938,0.02230559,0.02068694,0.02394228,0.02743696,0.01454954,-0.01595081,0.00192942,0.02078662,-0.03016160,0.00855618,-0.01468897,0.00096750,0.03095839,-0.03678911,0.01277545,0.04117711,0.01193785,0.01280833,0.00539857,0.01576392,0.00730264,-0.00199026,0.03269846,0.03344286,0.00080262,-0.01813467,0.02559556,0.01151153,0.02427704,-0.01694501,0.03185275,0.01966153,0.00213937,0.01427175,0.02935572,0.03875275,0.01572572,-0.00526141,-0.00956757,0.03360551,-0.01576119,0.00363643,0.02409751,0.05227920,0.01407902,-0.01777973,-0.00577958,0.00112900,0.01489214,-0.00702574,0.01653393,-0.00656633,0.01183040,-0.00864298,-0.01800846,0.00572852,0.01228455,0.02532494,-0.02325753,-0.04876757,0.00992117,0.02592073,0.02499899,0.02407762,-0.00728227,0.01934007,-0.05555546,0.04261062,-0.01897647,-0.06422804,-0.00212982,0.02635538,-0.00191713,0.05860679,-0.02898653,0.00696865,0.01533268,0.03020521,-0.00364177,-0.00517200,0.01260782,0.02433730,-0.01429048,0.01739558,-0.01162597,0.01682342,0.00487352,-0.00783394,0.00403007
