Date,SPY,AAPL,MSFT,AMZN,NVDA,GOOGL,TSLA,GOOG,BRK-B,META,UNH,XOM,LLY,JPM,JNJ,V,PG,MA,AVGO,HD,CVX,MRK,ABBV,COST,PEP,ADBE,WMT,KO,CSCO,CRM,MCD,ACN,BAC,TMO,CMCSA,PFE,LIN,ORCL,ABT,NFLX,DHR,AMD,WFC,DIS,PM,TXN,INTC,AMGN,COP,INTU,VZ,CAT,NEE,IBM,UNP,HON,BMY,LOW,GE,SPGI,QCOM,AMAT,BA,UPS,NKE,NOW,T,GS,BKNG,MS,MDT,SBUX,ELV,PLD,RTX,DE,TJX,ISRG,ADP,MMC,MDLZ,SYK,BLK,GILD,LMT,CVS,VRTX,AXP,REGN,CB,ADI,CI,ETN,SLB,PGR,SCHW,LRCX,ZTS,C,BSX,AMT
2022-09-16,379.584503,149.811249,242.398254,123.529999,131.899323,102.800003,303.350006,103.629997,274.809998,146.289993,513.46051,90.230507,305.585724,113.514351,162.915024,191.75676,134.751328,313.167725,485.422455,268.676025,150.945679,85.384514,138.443481,500.366058,162.534317,299.5,131.181717,57.768894,41.926186,151.509995,249.355896,268.335449,33.159943,539.916382,33.45734,44.246582,279.382965,67.700089,102.043228,240.130005,275.913605,76.510002,42.711292,108.25,90.583984,160.421692,28.285032,223.613403,107.569183,419.875183,38.597305,175.603394,82.712585,121.178482,206.671646,173.689056,69.232353,187.963654,51.626434,342.682617,121.691795,88.028709,144.289993,170.348465,102.821785,425.799988,15.706956,316.70813,1876.449951,84.379456,86.563065,89.411201,474.424866,110.517815,83.144974,350.173737,63.637783,206.279999,228.724365,154.119995,58.918339,218.680145,609.042542,63.211357,403.71167,99.117516,289.709991,150.892746,710.299988,186.07019,146.557709,285.498627,135.648193,37.695972,124.511589,70.801376,403.887787,155.919998,46.050133,41.700001,238.571808
2022-09-19,382.528168,153.56897,242.180328,124.660004,133.738205,103.07,309.070007,103.849998,278.950012,148.020004,515.953796,90.220833,301.826385,114.561462,161.631927,191.58812,134.468735,312.074554,484.784851,273.008423,151.379822,84.33326,137.098083,502.777863,164.247559,296.059998,132.304535,58.205513,41.926186,152.830002,251.410141,270.598816,33.713902,538.310303,33.399193,43.67944,281.138,67.936142,102.131531,243.630005,277.785858,76.769997,43.080673,109.169998,90.925232,161.382706,28.478504,223.245773,107.321983,420.560089,38.587948,178.186523,84.712357,121.616478,210.766068,174.942642,67.944916,191.187698,52.139664,341.316132,123.347473,88.870659,144.880005,173.548935,105.87326,425.049988,15.725722,319.086761,1902.98999,85.624458,86.016342,90.223946,474.187714,109.671959,82.901001,358.263763,64.50386,202.210007,230.760605,154.987503,58.996506,218.314453,616.806946,63.423344,405.884735,99.166077,285.140015,153.140182,715.340027,188.656006,146.852158,284.48584,137.561203,38.285435,126.904327,72.614006,403.887787,155.810959,46.174564,41.18,240.133896
2022-09-20,378.137299,155.974686,240.130157,122.190002,131.679459,101.139999,308.730011,101.830002,277.130005,146.089996,515.214722,89.48513,298.502319,112.302414,160.358536,190.536575,133.991226,311.319305,476.303284,266.923584,150.781662,83.710297,136.242783,495.780609,164.43251,291.059998,131.536285,58.118183,41.229034,149.800003,249.835205,265.934326,33.208538,530.819275,32.798271,43.035404,277.578674,66.991913,100.385017,242.850006,273.234741,75.25,42.196121,107.57,91.010559,161.198273,28.014177,220.295105,106.561302,414.73349,37.979748,174.155273,83.590546,120.254921,207.909729,173.356049,67.499619,186.591751,51.78196,336.028412,121.516502,87.285805,145.940002,169.35553,101.142982,411.200012,15.538064,313.844116,1896.630005,84.147835,84.846199,88.902023,469.722382,107.853813,83.096191,351.250427,62.712639,199.550003,228.626465,153.26236,58.380943,215.428375,604.737671,62.228497,409.841034,98.418266,286.940002,151.287033,704.219971,184.428238,147.019028,283.26651,136.540939,37.823689,124.720955,72.259354,398.143616,151.598251,45.226952,40.43,230.819611
2022-09-21,371.541138,152.813461,236.663635,118.540001,132.528931,99.279999,300.799988,100.010002,270.73999,142.119995,504.650269,88.042747,293.308502,109.064133,158.71579,185.526901,132.266403,302.603882,469.659821,264.392334,149.556335,82.279434,134.839706,489.378937,163.965271,286.299988,132.737885,57.63306,40.270443,147.630005,245.609344,261.191132,32.217239,524.365601,31.693369,42.218334,272.648834,65.654228,98.756256,236.869995,267.369141,74.480003,41.087994,104.489998,91.3992,158.519073,27.540184,217.150925,105.629463,405.661011,36.941128,168.245392,81.912682,118.950493,206.564423,170.702026,67.238251,184.58284,50.716614,331.602142,121.370415,86.265549,143.289993,167.572144,98.545776,401.429993,15.247195,311.368347,1806.699951,83.346794,82.227722,86.757561,460.110016,105.53981,82.286201,345.540924,61.964649,195.039993,225.572098,151.418915,58.380943,210.002136,590.91925,61.187824,409.470764,96.893532,280.399994,146.58519,684.630005,179.404114,145.703735,280.188873,135.216522,36.919853,120.992287,71.825912,393.455536,149.913177,44.346344,39.759998,227.181213
2022-09-22,368.420227,151.839233,238.67421,117.309998,125.533211,100.139999,288.589996,100.57,268.51001,142.820007,509.95224,87.674896,307.544556,107.82312,161.534729,184.306702,132.734146,296.502106,465.24707,262.02655,149.440567,85.180099,137.434418,483.523071,164.121017,287.059998,131.378708,57.497223,39.84441,150.149994,242.53775,258.140503,31.585527,518.979187,31.470449,42.843151,270.223358,64.946045,99.168365,237.050003,265.327576,69.5,40.358967,102.160004,90.80201,157.858978,27.153246,220.333801,104.650101,393.779419,37.36219,166.875565,81.493217,119.312302,203.912766,169.673676,69.009727,184.347656,50.825489,319.2146,120.454926,84.234962,138.710007,161.817062,97.321243,386.970001,15.237812,303.805298,1720.579956,81.812263,80.787155,82.93866,457.284607,105.53009,81.437187,341.905884,61.029671,191.080002,225.621063,149.062851,58.429798,206.453827,583.543518,61.44799,411.302734,96.95182,286.339996,140.986343,688.26001,178.440567,142.660873,278.173096,132.567719,37.558434,122.04908,70.988525,381.789581,148.148804,43.628456,39.299999,225.852005
2022-09-23,362.247406,149.542862,235.643494,113.779999,125.083496,98.739998,275.329987,99.169998,267.769989,140.410004,506.15802,83.008965,308.128265,105.816162,162.059616,182.491318,132.120224,291.751923,456.548218,263.778992,139.676605,84.469536,137.482483,462.908569,164.043152,284.559998,128.098892,56.856853,39.369949,147.009995,240.59111,255.837784,30.837193,519.477966,30.859842,42.372139,265.372437,63.490353,98.785698,226.410004,264.172424,67.959999,39.28001,99.5,87.010292,156.567917,26.62121,219.579208,95.645584,391.059662,36.978558,160.701523,80.498192,116.836746,198.84346,167.842285,68.448273,184.357452,50.195606,314.748688,118.029854,83.492065,131.259995,158.414139,95.81031,377.040009,15.022006,293.174194,1669.880005,78.666016,79.91703,82.419678,448.36377,105.588417,80.051437,330.141205,60.301369,190.520004,225.435043,149.230423,57.599274,204.526489,574.690735,60.571125,402.522797,95.514481,283.450012,138.25592,697.330017,177.260727,139.303909,273.128815,131.596497,34.385174,121.161774,69.83593,375.601257,148.733627,42.364971,38.900002,222.000137
2022-09-26,358.663788,149.880875,235.177979,115.150002,122.205254,98.169998,276.01001,98.809998,264.320007,136.369995,500.984192,81.295555,304.210602,103.537727,161.06813,179.148239,132.246918,288.303497,450.294403,259.53418,136.000671,83.885521,135.70462,476.704468,163.974991,276.959991,129.330063,56.148567,39.292488,146.320007,238.448822,253.436676,30.156889,513.014343,29.939085,42.131824,260.541168,62.408405,97.961502,224.070007,261.573212,66.300003,38.891193,98.120003,85.474648,155.762238,26.08917,219.482452,94.323906,392.876099,36.426502,159.116394,79.161774,116.170258,195.811646,166.559341,67.906189,182.289795,50.102177,312.342529,116.617668,82.154846,127.339996,155.927032,94.862282,370.100006,14.702988,286.0383,1669.25,76.977074,78.631157,83.046371,442.722748,101.271553,79.134102,328.185333,59.356548,187.929993,223.829559,147.071518,57.01302,200.899109,568.141113,60.070061,397.241211,94.922066,276.779999,135.486069,686.099976,171.803986,138.224197,272.175018,130.998047,33.265202,118.519814,69.83593,366.600098,147.296356,41.149345,38.360001,214.78157
2022-09-27,357.74826,150.86499,234.147949,114.410004,124.054115,97.5,282.940002,98.089996,265.470001,134.399994,500.99408,82.999283,307.772095,102.626358,160.329391,176.449936,128.612091,284.696106,452.719971,261.588409,136.058533,83.55455,136.194717,474.719452,161.599808,277.570007,128.975479,54.702892,39.234394,148.889999,231.542664,252.255783,29.709831,507.37851,29.328482,42.381752,261.477844,61.395313,96.479904,224.360001,259.023773,67.169998,38.910633,95.849998,83.667091,156.004913,26.011784,218.631119,93.90554,397.809418,36.389069,158.940292,79.093491,115.913177,192.292374,166.559341,68.109467,183.906693,50.195606,310.203613,117.202011,83.353386,127.510002,158.838303,95.089417,378.950012,14.759284,282.8927,1669.160034,76.706848,78.205765,82.52739,440.588928,99.443687,79.046272,331.583374,59.612434,186.380005,222.831024,147.061661,56.26067,200.325836,562.261841,60.349503,389.533173,94.407349,284.73999,135.525513,695.01001,175.146866,139.195938,272.981323,128.810364,33.383091,118.739143,70.564926,371.791565,148.08931,40.766472,38.139999,214.0345
2022-09-28,364.787415,148.956329,238.763367,118.010002,127.282143,100.050003,287.809998,100.739998,271.779999,141.610001,506.483246,86.019554,330.80307,104.701187,161.709686,177.749466,128.612091,288.373077,453.898621,274.731628,140.651093,84.469536,138.962448,484.634705,164.189148,281.399994,131.102936,55.285046,40.028374,150.169998,231.777435,257.756714,30.195763,516.525391,30.200773,42.708576,267.640137,62.034649,96.862572,245.199997,265.138367,68.360001,39.668827,99.400002,83.984383,158.033737,26.243946,223.458618,99.345428,406.26651,36.856915,164.14566,80.351883,116.884361,196.757263,170.241714,69.755089,190.62912,50.187817,311.688965,115.828789,85.185875,133.440002,161.103699,97.469368,388.850006,14.853113,292.028595,1726.880005,78.627419,79.84935,85.298546,447.622833,101.04792,81.29081,341.67865,61.324928,192.399994,227.069916,148.806534,56.807831,203.429398,568.899048,61.602161,389.78653,95.329964,292.410004,138.551636,705.419983,177.290237,141.914902,277.828949,131.37085,34.81744,118.689301,72.160843,376.677032,150.924194,41.541794,39.130001,214.480789
2022-09-29,357.167419,141.639725,235.227509,114.800003,122.125298,97.419998,268.209991,98.089996,269.579987,136.410004,501.447388,85.845306,326.479858,102.926918,159.930832,178.622467,125.415787,284.984314,438.478424,270.973633,139.676605,84.33326,137.155746,475.394409,162.183884,278.25,130.25589,54.887238,39.282806,146.809998,229.29277,254.155029,29.797298,515.308472,29.493246,42.449036,265.825928,60.392063,96.440666,239.710007,261.310669,64.139999,39.367493,97.449997,82.772926,153.811066,25.518442,220.972321,99.98201,393.878693,36.155148,162.325745,78.010689,115.808441,194.193359,166.559341,69.416283,186.640732,48.840862,307.391449,111.845436,83.620827,125.330002,159.3685,94.141388,385.5,14.571627,287.484894,1678.920044,77.073586,79.539963,84.769768,451.268219,98.383911,80.353958,337.942474,60.370262,189.059998,222.958282,148.510773,55.740627,203.781433,547.996399,60.773479,379.83725,94.183983,292.799988,135.821213,691.820007,180.692078,139.372635,275.872192,131.606308,35.338135,118.031281,71.559906,365.72168,149.625717,40.575035,39.34,207.359253
2022-09-30,351.644318,137.384979,230.671524,113.0,121.315788,95.650002,265.25,96.150002,267.019989,135.679993,497.712372,84.519096,319.891052,101.317474,158.793564,176.231689,123.028313,282.569427,432.516785,268.64679,138.615326,83.82711,128.977539,468.734619,158.922867,275.200012,127.744339,54.3536,38.730892,143.839996,225.712509,253.200485,29.350245,505.912231,28.427109,42.064533,265.806244,60.067478,94.939461,235.440002,257.463043,63.360001,39.095322,94.330002,79.8116,150.24852,24.928364,218.060333,98.708839,384.458771,35.528236,160.544937,76.488914,113.123413,189.923447,163.523315,68.816109,184.043869,48.202419,302.361176,110.033936,81.154411,121.080002,155.724564,82.083633,377.609985,14.393353,284.514038,1643.209961,76.253235,78.070412,82.507805,448.748993,98.782532,79.885536,330.89624,61.137932,187.440002,221.431107,147.17009,53.930801,200.865723,534.741516,59.443726,376.426636,92.620392,289.540009,132.982361,688.869995,178.82402,136.771454,272.833862,130.831284,35.269367,115.857903,70.801376,361.230988,146.989029,39.88586,38.73,208.310074
2022-10-03,360.928192,141.609924,238.436508,115.879997,125.043518,98.639999,242.399994,99.300003,272.799988,138.610001,508.030457,88.981735,318.110321,104.449112,158.638016,180.199753,125.230637,288.671234,444.956268,276.201752,146.391724,85.21904,132.927277,474.153748,160.860001,285.23999,130.531662,54.964863,39.979965,147.899994,230.212296,260.669586,30.2152,521.612488,29.68709,42.42981,271.948792,62.044483,97.647514,239.039993,267.929443,66.110001,40.41729,97.129997,81.753769,155.160355,26.08917,222.936203,106.068123,393.868774,36.641708,167.540909,79.20079,115.694183,195.22673,169.468002,68.274025,190.031357,49.518234,311.708801,114.163376,85.43351,126.050003,157.218765,84.335205,391.709991,14.918794,290.436371,1678.930054,77.575432,79.955704,83.839531,464.377777,101.466003,81.105385,340.965118,61.905602,193.360001,227.363602,152.680725,55.425877,208.105392,556.547852,60.050785,389.533173,94.94149,297.429993,138.019348,735.130005,183.956314,142.454758,282.420929,135.177277,37.627205,120.134895,72.121429,384.602417,150.022202,40.737759,39.880001,210.706558
2022-10-04,372.112122,145.238403,246.498642,121.089996,131.589493,101.639999,249.440002,102.410004,280.48999,140.279999,515.579285,92.224655,326.361115,109.335609,160.990372,184.167816,126.780067,299.394012,467.438812,281.906799,152.084167,86.036667,136.454208,482.490875,162.670609,294.970001,132.225739,55.090992,40.869274,155.729996,233.303436,269.939484,31.468906,538.569702,30.303125,42.737411,282.439453,64.611633,101.140541,240.740005,278.156555,67.900002,42.322487,101.440002,83.647865,160.314911,26.795332,225.43222,111.517647,408.96637,37.249912,175.759933,80.790855,119.49321,200.218033,174.511703,68.932274,193.461166,52.585869,320.383026,119.179085,88.563599,133.509995,162.809982,87.53479,411.549988,15.09707,305.698456,1759.040039,81.040176,81.695969,86.669434,473.436951,103.050804,83.467018,357.05954,64.385757,201.539993,231.641663,156.456345,56.586517,214.016129,574.603271,62.931911,395.740509,97.621902,300.640015,143.381638,739.539978,189.52121,148.069305,288.123993,140.759384,38.4328,123.564476,75.086685,395.409729,153.39238,42.508549,41.029999,213.529968
2022-10-05,371.245758,145.536606,246.815567,120.949997,132.009262,101.43,240.809998,102.220001,279.359985,138.979996,519.422729,95.951591,328.230865,107.985672,160.494629,186.171707,125.90303,302.305817,472.250946,282.189178,152.952499,86.036667,137.741959,476.724365,161.590088,297.380005,130.915787,54.567062,41.035412,156.229996,233.880569,269.968994,31.021845,544.893799,30.058668,42.410587,279.806915,65.546043,101.434891,236.729996,281.38623,67.940002,42.098915,100.800003,83.619019,162.887344,26.737289,226.206161,111.816658,410.52478,36.866276,174.53685,79.766579,119.721718,195.577667,174.139557,69.164597,195.038879,52.508015,318.501648,121.633369,88.375404,132.110001,161.884521,89.964127,420.579987,14.946943,299.999481,1726.709961,80.21019,82.227722,88.245956,473.012115,102.516052,83.154732,352.580017,64.75975,201.380005,234.020538,156.968964,56.301281,214.333466,566.683472,63.066818,392.232452,97.553925,302.019989,142.30719,745.679993,187.427002,149.090118,289.117157,141.76004,40.839764,121.969315,74.800995,394.699127,153.23378,41.962955,41.299999,207.766754
2022-10-06,367.416046,144.572342,244.428619,120.300003,131.219727,101.419998,238.130005,102.239998,276.309998,139.070007,511.597961,98.797615,329.388367,105.784668,157.384079,184.108322,123.252449,297.846497,467.088135,282.714935,155.740814,85.111969,134.82048,478.878082,158.475098,298.410004,129.694473,53.393047,40.576096,155.460007,229.635132,265.176575,30.574789,539.228149,29.383961,41.420494,274.906677,64.228043,100.522392,240.020004,277.15979,67.849998,41.058838,100.040001,82.176811,161.664215,26.292313,223.419922,113.475616,409.052948,36.0033,174.957611,76.976662,116.379723,193.228241,171.426727,68.511086,195.969818,51.55814,313.075256,122.013199,87.285805,132.199997,159.638428,89.045715,418.429993,14.629898,295.795593,1709.72998,78.472984,81.618622,87.491959,472.172394,99.093658,82.247162,352.282715,64.060966,197.699997,229.948074,155.662872,55.091446,209.672318,555.469299,62.585022,389.406494,95.737839,298.630005,140.345642,731.859985,185.64743,148.187103,288.182983,139.748932,41.743603,121.650032,74.8601,392.41922,151.251328,41.216351,40.650002,197.02623
